"1",1,566965.169555217,4168547.37475205
"2",1,566092.187335787,4170525.11882193
"3",1,565095.311811003,4172446.5018866
"4",1,563978.10694465,4174306.76252111
"5",1,562744.984858272,4176101.64660566
"6",1,561401.129688752,4177827.45248414
"7",1,559952.406996559,4179481.06309376
"8",1,558405.26205628,4181059.96462591
"9",1,556766.610653141,4182562.2518529
"10",1,555043.726089571,4183986.62078533
"11",1,553244.125985514,4185332.34977857
"12",1,551375.462161595,4186599.27056183
"13",1,549445.416462541,4187787.73090784
"14",1,547461.604852961,4188898.55079276
"15",1,545431.491543257,4189932.97392145
"16",1,543362.314321786,4190892.61642649
"17",1,541261.021715809,4191779.41440855
"18",1,539134.222105706,4192595.57179045
"19",1,536988.144492848,4193343.50972928
"20",1,534828.610281334,4194025.81858684
"21",1,532661.015179922,4194645.21321621
"22",1,530490.320159197,4195204.49209277
"23",1,528321.050302334,4195706.50061049
"24",1,526157.300354826,4196154.09868467
"25",1,524002.745797337,4196550.13265304
"26",1,521860.658324047,4196897.41134817
"27",1,519733.924695111,4197198.68612451
"28",1,517625.068035945,4197456.63455982
"29",1,515536.270769437,4197673.84751032
"30",1,513469.398482917,4197852.8191776
"31",1,511426.02414471,4197995.93983937
"32",1,509407.452191408,4198105.49090236
"33",1,507414.742104412,4198183.64195074
"34",1,505448.731181175,4198232.44948436
"35",1,503510.056282566,4198253.85706634
"36",1,501599.174402785,4198249.6966265
"37",1,499716.381962846,4198221.69069476
"38",1,497861.832773589,4198171.45536619
"39",1,496035.554650428,4198100.50382504
"40",1,494237.464690598,4198010.25028012
"41",1,492467.383245606,4197902.01418557
"42",1,490725.046637883,4197777.02464197
"43",1,489010.118682206,4197636.42489038
"44",1,487322.20108015,4197481.27682795
"45",1,485660.842760416,4197312.56548756
"46",1,484025.54823992,4197131.20343597
"47",1,482415.785080688,4196938.03505504
"48",1,480830.990516234,4196733.84067938
"49",1,479270.577318704,4196519.34057093
"50",1,477733.938974819,4196295.198717
"51",1,476220.454234972,4196062.02644335
"52",1,474729.491095784,4195820.38583786
"53",1,473260.41027222,4195570.79298352
"54",1,471812.568211198,4195313.72100209
"55",1,470385.319694397,4195049.60291198
"56",1,468978.020074011,4194778.83430493
"57",1,467590.02718128,4194501.77584782
"58",1,466220.702944039,4194218.75561626
"59",1,464869.414746057,4193930.07126732
"60",1,463535.536557789,4193635.99205922
"61",1,462218.449865206,4193336.76072572
"62",1,460917.544420656,4193032.5952131
"63",1,459632.218837235,4192723.69028742
"64",1,458361.881045876,4192410.21901982
"65",1,457105.948632307,4192092.33415698
"66",1,455863.84906918,4191770.16938398
"67",1,454635.019856959,4191443.84048614
"68",1,453418.908585676,4191113.44641637
"69",1,452214.972928258,4190779.07027409
"70",1,451022.680574943,4190440.78020123
"71",1,449841.50911719,4190098.63020094
"72",1,448670.945888495,4189752.66088375
"73",1,447510.487768694,4189402.90014601
"74",1,446359.640957509,4189049.36378488
"75",1,445217.920722444,4188692.05605386
"76",1,444084.851125499,4188330.97016266
"77",1,442959.964732652,4187966.0887247
"78",1,441842.802309556,4187597.38415552
"79",1,440732.912506518,4187224.81902494
"80",1,439629.851535409,4186848.34636556
"81",1,438533.182840879,4186467.90994009
"82",1,437442.476767954,4186083.44446972
"83",1,436357.310227833,4185694.87582534
"84",1,435277.266363537,4185302.12118368
"85",1,434201.934216856,4184905.08914977
"86",1,433130.908397899,4184503.67984717
"87",1,432063.788758443,4184097.78497745
"88",1,431000.180070176,4183687.28784977
"89",1,429939.691708852,4183272.06338179
"90",1,428881.937345327,4182851.97807261
"91",1,427826.534644419,4182426.8899486
"92",1,426773.104972514,4181996.64848261
"93",1,425721.273114855,4181561.09448719
"94",1,424670.667003464,4181120.05998222
"95",1,423620.917456699,4180673.36803712
"96",1,422571.65793151,4180220.83258816
"97",1,421522.524289533,4179762.25823071
"98",1,420473.154578251,4179297.4399868
"99",1,419423.188828594,4178826.16304778
"100",1,418372.268870459,4178348.20249228
"101",1,417320.038167813,4177863.32297911
"102",1,416266.141675229,4177371.27841536
"103",1,415210.225717889,4176871.81159913
"104",1,414151.93789736,4176364.65383714
"105",1,413090.927025687,4175849.5245368
"106",1,412026.843090669,4175326.13077264
"107",1,410959.337255496,4174794.16682711
"108",1,409888.061896312,4174253.31370551
"109",1,408812.670681684,4173703.23862515
"110",1,407732.818698389,4173143.59447881
"111",1,406648.162628484,4172574.01927264
"112",1,405558.360983132,4171994.13553893
"113",1,404463.074399324,4171403.54972433
"114",1,403361.966006281,4170801.85155408
"115",1,402254.701869096,4170188.61337357
"116",1,401140.951517984,4169563.38946842
"117",1,400020.388572426,4168925.7153649
"118",1,398892.691470461,4168275.10711295
"119",1,397757.544314484,4167611.06055461
"120",1,396614.637846055,4166933.05058118
"121",1,395463.670563517,4166240.53038344
"122",1,394304.349997596,4165532.93069992
"123",1,393136.394161632,4164809.6590693
"124",1,391959.533194692,4164070.09909414
"125",1,390773.511217504,4163313.60972468
"126",1,389578.088422979,4162539.52457264
"127",1,388373.043424945,4161747.15126715
"128",1,387158.175890732,4160935.77086655
"129",1,385933.309485276,4160104.63734247
"130",1,384698.295156478,4159252.97715482
"131",1,383453.014793655,4158379.98893961
"132",1,382197.385292931,4157484.84333465
"133",1,380931.363065355,4156566.68297176
"134",1,379654.94902524,4155624.62266849
"135",1,378368.194097682,4154657.74985668
"136",1,377071.205285222,4153665.12529037
"137",1,375764.152334074,4152645.78408085
"138",1,374447.275040027,4151598.73711277
"139",1,373120.891232849,4150522.97290142
"140",1,371785.405475466,4149417.4599582
"141",1,370441.318510064,4148281.14973814
"142",1,369089.23747721,4147112.98025075
"143",1,367729.886925644,4145911.88042256
"144",1,366364.120619122,4144676.77530687
"145",1,364992.934132002,4143406.59224248
"146",1,363617.478206624,4142100.26806916
"147",1,362239.0728223,4140756.75751121
"148",1,360859.221897218,4139375.04284322
"149",1,359479.628510242,4137954.14495102
"150",1,358102.210488775,4136493.13589695
"151",1,356729.116161166,4134991.15308949
"152",1,355362.740017221,4133447.41514279
"153",1,354005.737958323,4131861.23948979
"154",1,352661.041749744,4130232.06178275
"155",1,351331.872212943,4128559.45707501
"156",1,350021.750616517,4126843.1627269
"157",1,348734.50764347,4125083.10291578
"158",1,347474.28923291,4123279.41455404
"159",1,346245.55852078,4121432.47432959
"160",1,345053.093042454,4119542.9264814
"161",1,343901.976316915,4117611.71080934
"162",1,342797.582915916,4115640.09029586
"163",1,341745.556140863,4113629.67759106
"164",1,340751.777494494,4111582.45948854
"165",1,339822.327252896,4109500.81840493
"166",1,338963.435623757,4107387.5497804
"167",1,338181.424224647,4105245.87425205
"168",1,337482.637932452,4103079.44342845
"169",1,336873.367538788,4100892.3381238
"170",1,336359.764087099,4098689.05800478
"171",1,335947.746248788,4096474.50177108
"172",1,335642.902594459,4094253.93723483
"173",1,335450.391101192,4092032.96098536
"174",1,335374.838671738,4089817.44771411
"175",1,335420.243787132,4087613.48971616
"176",1,335589.885631996,4085427.32755604
"177",1,335886.243087747,4083265.2733576
"178",1,336310.926858577,4081133.62861739
"179",1,336864.627667029,4079038.59881234
"180",1,337547.082935476,4076986.20734409
"181",1,338357.063679528,4074982.21150577
"182",1,339292.382518923,4073032.02315562
"183",1,340349.922814228,4071140.63662899
"184",1,341525.688025925,4069312.56612415
"185",1,342814.869530696,4067551.79437679
"186",1,344211.930378494,4065861.73392419
"187",1,345710.701882835,4064245.20169161
"188",1,347304.489540171,4062704.40704987
"189",1,348986.184588294,4061240.95293686
"190",1,350748.37753614,4059855.84914011
"191",1,352583.470208923,4058549.53643114
"192",1,354483.783220858,4057321.91994171
"193",1,356441.656271808,4056172.40998412
"194",1,358449.539219534,4055099.96844081
"195",1,360500.072462047,4054103.15887102
"196",1,362586.155736181,4053180.19858834
"197",1,364701.00496718,4052329.01113382
"198",1,366838.197266905,4051547.27778333
"199",1,368991.704561191,4050832.48696603
